Item_ID,Item_Category,Item_MRP,Item_Visibility,Item_Fat_Content,Outlet_ID,Outlet_Type,Outlet_Size,Outlet_Location_Type,Outlet_Establishment_Year,Festival_Flag,Discount_Percentage,Units_Sold
ITM_00861,Personal Care,481.57,0.09,Low Fat,OUT_060,Supermarket Type3,Medium,Tier 2,2010,0,28,87
ITM_00862,Electronics,389.43,0.09,Regular,OUT_061,Supermarket Type3,Medium,Tier 1,2016,0,50,188
ITM_00863,Drinks,254.39,0.19,Regular,OUT_062,Grocery Store,Medium,Tier 1,2018,1,50,195
ITM_00864,Household,182.11,0.13,Low Fat,OUT_063,Supermarket Type2,Large,Tier 3,2007,0,17,74
ITM_00865,Food,283.65,0.14,Low Fat,OUT_064,Supermarket Type1,Large,Tier 3,2018,0,23,92
ITM_00866,Clothing,379.21,0.03,Regular,OUT_065,Grocery Store,Large,Tier 3,1996,0,8,55
ITM_00867,Clothing,396.29,0.05,Regular,OUT_066,Supermarket Type1,Medium,Tier 1,2007,0,19,98
ITM_00868,Personal Care,175.81,0.12,Low Fat,OUT_067,Supermarket Type2,Large,Tier 2,2012,0,43,122
ITM_00869,Drinks,366.16,0.21,Regular,OUT_068,Supermarket Type2,Small,Tier 2,2003,0,12,70
ITM_00870,Food,335.74,0.02,Regular,OUT_069,Supermarket Type1,Medium,Tier 2,2018,0,36,110
ITM_00871,Drinks,480.37,0.11,Low Fat,OUT_070,Grocery Store,Small,Tier 2,1992,0,18,88
ITM_00872,Food,466.92,0.21,Non Edible,OUT_071,Supermarket Type1,Small,Tier 3,2018,1,4,85
ITM_00873,Personal Care,398.9,0.24,Regular,OUT_072,Grocery Store,Medium,Tier 3,2000,0,35,101
ITM_00874,Personal Care,367.23,0.07,Non Edible,OUT_073,Supermarket Type3,Small,Tier 1,1991,1,23,152
ITM_00875,Clothing,151.54,0.22,Regular,OUT_074,Grocery Store,Medium,Tier 2,2011,0,33,110
ITM_00876,Drinks,426.06,0.29,Non Edible,OUT_075,Supermarket Type3,Large,Tier 1,2004,1,46,217
ITM_00877,Electronics,225.2,0.27,Regular,OUT_076,Supermarket Type3,Medium,Tier 2,2019,0,7,55
ITM_00878,Clothing,150.68,0.24,Non Edible,OUT_077,Supermarket Type1,Medium,Tier 2,2001,0,45,115
ITM_00879,Drinks,204.4,0.22,Non Edible,OUT_078,Supermarket Type3,Small,Tier 1,2012,0,3,93
ITM_00880,Clothing,421.25,0.08,Regular,OUT_079,Supermarket Type1,Small,Tier 3,1992,1,43,159
ITM_00881,Electronics,91.34,0.19,Non Edible,OUT_080,Supermarket Type1,Small,Tier 1,1988,0,37,172
ITM_00882,Household,238.96,0.2,Low Fat,OUT_081,Supermarket Type2,Small,Tier 1,2017,0,7,83
ITM_00883,Household,256.33,0.13,Low Fat,OUT_082,Supermarket Type1,Small,Tier 2,2006,1,8,87
ITM_00884,Household,37.58,0.15,Low Fat,OUT_083,Supermarket Type2,Small,Tier 3,2015,0,40,132
ITM_00885,Household,113.96,0.21,Non Edible,OUT_084,Supermarket Type2,Small,Tier 1,1985,0,47,160
ITM_00886,Food,416.84,0.29,Regular,OUT_085,Supermarket Type1,Small,Tier 3,1998,0,40,125
ITM_00887,Household,418.77,0.1,Non Edible,OUT_086,Grocery Store,Small,Tier 3,1991,0,30,107
ITM_00888,Electronics,160.36,0.08,Regular,OUT_087,Grocery Store,Medium,Tier 3,1992,0,30,86
ITM_00889,Personal Care,439.95,0.18,Non Edible,OUT_088,Supermarket Type1,Small,Tier 3,1992,0,50,141
ITM_00890,Personal Care,390.46,0.05,Regular,OUT_089,Supermarket Type3,Small,Tier 2,2008,0,39,133
ITM_00891,Food,220.6,0.18,Non Edible,OUT_090,Supermarket Type1,Medium,Tier 2,1985,0,6,56
ITM_00892,Household,379.24,0.04,Non Edible,OUT_091,Supermarket Type3,Large,Tier 2,2019,0,24,115
ITM_00893,Household,481.44,0.15,Low Fat,OUT_092,Grocery Store,Large,Tier 2,1992,0,12,72
ITM_00894,Household,240.31,0.19,Non Edible,OUT_093,Supermarket Type3,Medium,Tier 2,1989,0,4,46
ITM_00895,Clothing,134.45,0.03,Low Fat,OUT_094,Supermarket Type1,Large,Tier 1,2016,0,17,115
ITM_00896,Drinks,472.07,0.07,Regular,OUT_095,Supermarket Type3,Small,Tier 3,1985,0,6,51
ITM_00897,Clothing,309.8,0.11,Regular,OUT_096,Supermarket Type2,Small,Tier 2,1986,0,37,125
ITM_00898,Drinks,70.53,0.12,Low Fat,OUT_097,Supermarket Type2,Small,Tier 3,1999,1,41,172
ITM_00899,Household,294.89,0.21,Non Edible,OUT_098,Supermarket Type1,Large,Tier 2,1993,0,14,51
ITM_00900,Household,260.28,0.16,Regular,OUT_099,Supermarket Type1,Medium,Tier 2,1996,0,48,151
ITM_00901,Clothing,430.68,0.12,Non Edible,OUT_000,Supermarket Type1,Small,Tier 1,1994,0,44,196
ITM_00902,Clothing,274.73,0.14,Non Edible,OUT_001,Grocery Store,Medium,Tier 3,2008,1,32,156
ITM_00903,Drinks,142.51,0.01,Non Edible,OUT_002,Grocery Store,Medium,Tier 2,2003,0,30,79
ITM_00904,Personal Care,344.31,0.23,Regular,OUT_003,Grocery Store,Small,Tier 2,2001,1,8,90
ITM_00905,Drinks,280.44,0.02,Regular,OUT_004,Supermarket Type2,Medium,Tier 1,1986,0,18,96
ITM_00906,Clothing,131.86,0.25,Non Edible,OUT_005,Supermarket Type3,Medium,Tier 3,1994,0,5,45
ITM_00907,Electronics,295.34,0.17,Low Fat,OUT_006,Supermarket Type2,Small,Tier 3,1989,0,35,123
ITM_00908,Clothing,414.34,0.16,Low Fat,OUT_007,Supermarket Type3,Medium,Tier 2,2023,0,31,94
ITM_00909,Electronics,33.71,0.21,Low Fat,OUT_008,Supermarket Type3,Large,Tier 1,1990,1,27,193
ITM_00910,Food,322.81,0.26,Non Edible,OUT_009,Supermarket Type1,Small,Tier 1,1986,1,49,164
ITM_00911,Clothing,187.8,0.28,Low Fat,OUT_010,Supermarket Type1,Small,Tier 2,1992,1,37,149
ITM_00912,Food,160.48,0.17,Regular,OUT_011,Grocery Store,Small,Tier 3,1988,0,9,66
ITM_00913,Personal Care,208.44,0.05,Low Fat,OUT_012,Supermarket Type1,Small,Tier 2,2015,0,34,97
ITM_00914,Drinks,184.17,0.26,Low Fat,OUT_013,Supermarket Type2,Small,Tier 3,2020,0,45,113
ITM_00915,Electronics,419.47,0.02,Non Edible,OUT_014,Supermarket Type2,Small,Tier 1,1992,0,23,136
ITM_00916,Drinks,151.9,0.24,Regular,OUT_015,Supermarket Type2,Small,Tier 2,2015,0,33,135
ITM_00917,Food,371.91,0.21,Regular,OUT_016,Supermarket Type1,Large,Tier 2,2001,1,50,212
ITM_00918,Electronics,65.15,0.27,Low Fat,OUT_017,Supermarket Type1,Medium,Tier 2,1998,0,8,50
ITM_00919,Drinks,476.67,0.27,Non Edible,OUT_018,Supermarket Type3,Large,Tier 3,1992,0,26,111
ITM_00920,Clothing,318.71,0.03,Non Edible,OUT_019,Supermarket Type3,Medium,Tier 3,2009,0,33,113
ITM_00921,Household,359.22,0.19,Low Fat,OUT_020,Supermarket Type1,Small,Tier 1,1998,0,14,114
ITM_00922,Food,163.06,0.05,Regular,OUT_021,Supermarket Type2,Large,Tier 3,2007,0,26,96
ITM_00923,Drinks,217.81,0.03,Regular,OUT_022,Supermarket Type1,Small,Tier 3,2001,0,26,83
ITM_00924,Food,127.41,0.14,Regular,OUT_023,Grocery Store,Medium,Tier 2,1996,0,31,130
ITM_00925,Food,467.62,0.04,Non Edible,OUT_024,Grocery Store,Large,Tier 1,2004,0,44,194
ITM_00926,Electronics,254.29,0.22,Low Fat,OUT_025,Supermarket Type2,Large,Tier 1,2018,0,26,116
ITM_00927,Electronics,322.62,0.29,Non Edible,OUT_026,Grocery Store,Medium,Tier 2,1995,1,25,142
ITM_00928,Household,372.45,0.18,Regular,OUT_027,Supermarket Type1,Medium,Tier 3,2011,1,43,166
ITM_00929,Clothing,198.13,0.08,Non Edible,OUT_028,Supermarket Type1,Large,Tier 3,1993,1,16,151
ITM_00930,Food,365.65,0.25,Regular,OUT_029,Supermarket Type3,Large,Tier 2,2002,0,15,47
ITM_00931,Drinks,344.48,0.26,Low Fat,OUT_030,Grocery Store,Large,Tier 2,2022,0,34,104
ITM_00932,Personal Care,358.72,0.22,Regular,OUT_031,Grocery Store,Medium,Tier 3,2020,0,25,69
ITM_00933,Food,254.83,0.19,Low Fat,OUT_032,Grocery Store,Small,Tier 1,2012,1,37,162
ITM_00934,Food,203.81,0.26,Non Edible,OUT_033,Grocery Store,Large,Tier 2,2004,0,29,95
ITM_00935,Household,126.6,0.06,Non Edible,OUT_034,Supermarket Type2,Medium,Tier 3,2013,0,41,122
ITM_00936,Clothing,415.82,0.28,Non Edible,OUT_035,Supermarket Type2,Large,Tier 2,1988,0,36,95
ITM_00937,Personal Care,312.01,0.28,Regular,OUT_036,Supermarket Type1,Medium,Tier 1,1999,0,13,107
ITM_00938,Electronics,233.29,0.26,Low Fat,OUT_037,Grocery Store,Large,Tier 1,2012,0,17,123
ITM_00939,Electronics,473.12,0.08,Non Edible,OUT_038,Supermarket Type3,Medium,Tier 3,2008,0,27,108
ITM_00940,Drinks,42.96,0.26,Non Edible,OUT_039,Supermarket Type1,Medium,Tier 1,2021,0,39,119
ITM_00941,Personal Care,428.08,0.15,Low Fat,OUT_040,Supermarket Type1,Large,Tier 2,2000,0,15,79
ITM_00942,Electronics,498.84,0.18,Regular,OUT_041,Supermarket Type2,Medium,Tier 1,2006,1,1,119
ITM_00943,Drinks,445.73,0.25,Non Edible,OUT_042,Supermarket Type1,Medium,Tier 3,2001,0,19,65
ITM_00944,Clothing,409.01,0.02,Regular,OUT_043,Supermarket Type3,Medium,Tier 2,1985,0,29,112
ITM_00945,Drinks,199.67,0.12,Regular,OUT_044,Grocery Store,Medium,Tier 1,2015,0,8,83
ITM_00946,Electronics,131.03,0.25,Regular,OUT_045,Supermarket Type1,Medium,Tier 1,2009,0,50,157
ITM_00947,Household,372.73,0.25,Non Edible,OUT_046,Supermarket Type3,Medium,Tier 1,1996,0,0,52
ITM_00948,Household,166.2,0.26,Non Edible,OUT_047,Supermarket Type2,Medium,Tier 3,2004,0,26,104
ITM_00949,Household,104.5,0.06,Low Fat,OUT_048,Supermarket Type2,Medium,Tier 3,2003,0,8,83
ITM_00950,Electronics,397.53,0.21,Low Fat,OUT_049,Grocery Store,Large,Tier 1,1989,0,19,107
ITM_00951,Household,170.02,0.05,Regular,OUT_050,Supermarket Type1,Medium,Tier 2,1999,0,26,114
ITM_00952,Personal Care,458.93,0.24,Non Edible,OUT_051,Supermarket Type3,Small,Tier 1,2009,0,38,169
ITM_00953,Clothing,423.5,0.08,Regular,OUT_052,Supermarket Type2,Large,Tier 2,2019,0,34,116
ITM_00954,Drinks,426.87,0.22,Low Fat,OUT_053,Supermarket Type3,Large,Tier 2,1987,0,32,104
ITM_00955,Drinks,390.35,0.14,Regular,OUT_054,Supermarket Type2,Small,Tier 3,2002,0,12,75
ITM_00956,Electronics,442.82,0.3,Regular,OUT_055,Supermarket Type2,Medium,Tier 1,2006,0,13,81
ITM_00957,Household,406.76,0.18,Non Edible,OUT_056,Grocery Store,Small,Tier 3,2000,0,0,51
ITM_00958,Household,309.21,0.19,Regular,OUT_057,Supermarket Type3,Small,Tier 1,1999,0,49,172
ITM_00959,Food,161.99,0.12,Regular,OUT_058,Supermarket Type3,Small,Tier 2,1989,0,6,37
ITM_00960,Clothing,446.34,0.22,Non Edible,OUT_059,Supermarket Type3,Large,Tier 3,1997,0,46,113
ITM_00961,Personal Care,423.49,0.15,Non Edible,OUT_060,Supermarket Type2,Medium,Tier 3,2012,0,32,93
ITM_00962,Drinks,246.98,0.02,Low Fat,OUT_061,Grocery Store,Large,Tier 3,1994,0,38,132
ITM_00963,Food,38.76,0.19,Non Edible,OUT_062,Supermarket Type3,Medium,Tier 2,2000,0,33,103
ITM_00964,Food,326.5,0.25,Regular,OUT_063,Supermarket Type1,Small,Tier 3,1986,0,45,129
ITM_00965,Electronics,44.29,0.08,Low Fat,OUT_064,Supermarket Type3,Large,Tier 1,2020,0,27,151
ITM_00966,Drinks,464.61,0.07,Low Fat,OUT_065,Supermarket Type2,Medium,Tier 1,2009,0,6,95
ITM_00967,Electronics,481.58,0.19,Low Fat,OUT_066,Grocery Store,Medium,Tier 2,1989,0,45,122
ITM_00968,Personal Care,110.96,0.25,Low Fat,OUT_067,Supermarket Type3,Small,Tier 3,2012,0,23,71
ITM_00969,Food,344.67,0.08,Regular,OUT_068,Supermarket Type3,Large,Tier 1,2001,0,14,109
ITM_00970,Food,64.29,0.28,Regular,OUT_069,Supermarket Type3,Large,Tier 3,1986,0,23,70
ITM_00971,Clothing,370.17,0.28,Regular,OUT_070,Supermarket Type1,Large,Tier 1,1999,0,26,139
ITM_00972,Personal Care,186.7,0.07,Regular,OUT_071,Supermarket Type2,Large,Tier 2,2022,0,38,126
ITM_00973,Food,346.9,0.09,Low Fat,OUT_072,Supermarket Type1,Large,Tier 1,2013,0,2,82
ITM_00974,Personal Care,198.98,0.21,Regular,OUT_073,Supermarket Type1,Large,Tier 1,2007,0,9,75
ITM_00975,Drinks,89.87,0.29,Low Fat,OUT_074,Supermarket Type2,Large,Tier 1,2002,0,11,99
ITM_00976,Household,214.93,0.22,Non Edible,OUT_075,Supermarket Type2,Small,Tier 2,1998,0,40,138
ITM_00977,Food,74.08,0.14,Regular,OUT_076,Supermarket Type3,Medium,Tier 1,2016,0,28,128
ITM_00978,Clothing,296.9,0.06,Non Edible,OUT_077,Supermarket Type2,Small,Tier 2,1990,0,7,75
ITM_00979,Drinks,39.66,0.14,Non Edible,OUT_078,Supermarket Type3,Medium,Tier 2,2012,0,9,56
ITM_00980,Personal Care,273.11,0.19,Regular,OUT_079,Supermarket Type1,Medium,Tier 1,2002,0,16,103
ITM_00981,Electronics,445.46,0.11,Low Fat,OUT_080,Supermarket Type3,Medium,Tier 3,2019,1,8,132
ITM_00982,Drinks,422.18,0.16,Non Edible,OUT_081,Supermarket Type2,Large,Tier 1,2022,1,41,190
ITM_00983,Food,443.74,0.05,Regular,OUT_082,Supermarket Type3,Large,Tier 2,1988,0,14,84
ITM_00984,Personal Care,462.58,0.14,Non Edible,OUT_083,Supermarket Type1,Medium,Tier 3,2015,1,3,84
ITM_00985,Household,70.17,0.04,Non Edible,OUT_084,Supermarket Type2,Medium,Tier 1,1995,0,20,122
ITM_00986,Drinks,81.8,0.02,Regular,OUT_085,Supermarket Type2,Large,Tier 1,1995,0,6,101
ITM_00987,Food,287.36,0.26,Non Edible,OUT_086,Grocery Store,Large,Tier 1,2013,0,47,150
ITM_00988,Clothing,449.11,0.07,Low Fat,OUT_087,Supermarket Type3,Medium,Tier 1,2003,0,7,80
ITM_00989,Electronics,487.69,0.18,Low Fat,OUT_088,Supermarket Type3,Medium,Tier 1,2001,0,45,171
ITM_00990,Personal Care,42.21,0.05,Non Edible,OUT_089,Supermarket Type3,Small,Tier 3,1988,0,19,88
ITM_00991,Drinks,190.77,0.09,Non Edible,OUT_090,Supermarket Type1,Large,Tier 1,1988,0,6,105
ITM_00992,Drinks,122.19,0.11,Regular,OUT_091,Supermarket Type1,Large,Tier 2,1996,0,45,139
ITM_00993,Household,382.86,0.05,Low Fat,OUT_092,Supermarket Type2,Medium,Tier 2,1991,0,5,85
ITM_00994,Household,327.29,0.02,Non Edible,OUT_093,Supermarket Type2,Small,Tier 3,2005,0,8,75
ITM_00995,Clothing,77.55,0.26,Low Fat,OUT_094,Supermarket Type1,Large,Tier 2,2017,0,13,93
ITM_00996,Electronics,252.09,0.01,Non Edible,OUT_095,Supermarket Type3,Small,Tier 3,2021,0,47,168
ITM_00997,Clothing,349.01,0.03,Regular,OUT_096,Supermarket Type3,Small,Tier 2,1996,0,35,109
ITM_00998,Food,393.92,0.24,Regular,OUT_097,Supermarket Type1,Large,Tier 3,1991,0,28,118
ITM_00999,Food,29.63,0.09,Low Fat,OUT_098,Supermarket Type3,Medium,Tier 1,1999,0,2,94
ITM_01000,Clothing,447.43,0.22,Low Fat,OUT_099,Supermarket Type1,Small,Tier 2,2021,0,44,142
ITM_01001,Electronics,293.26,0.05,Non Edible,OUT_000,Supermarket Type3,Medium,Tier 2,1993,0,30,125
ITM_01002,Clothing,409.72,0.08,Non Edible,OUT_001,Supermarket Type3,Large,Tier 3,2017,1,23,128
ITM_01003,Electronics,407.81,0.18,Non Edible,OUT_002,Grocery Store,Small,Tier 3,2022,0,23,93
ITM_01004,Electronics,111.13,0.3,Low Fat,OUT_003,Supermarket Type2,Medium,Tier 3,2000,0,47,125
ITM_01005,Personal Care,72.88,0.03,Regular,OUT_004,Supermarket Type3,Small,Tier 2,2015,0,35,153
ITM_01006,Electronics,366.22,0.13,Regular,OUT_005,Supermarket Type3,Small,Tier 3,1999,0,34,101
ITM_01007,Household,95.08,0.02,Low Fat,OUT_006,Supermarket Type1,Small,Tier 1,1986,0,24,108
ITM_01008,Electronics,427.97,0.07,Regular,OUT_007,Grocery Store,Large,Tier 3,1997,0,38,110
ITM_01009,Electronics,368.57,0.27,Low Fat,OUT_008,Grocery Store,Medium,Tier 1,1989,0,20,108
ITM_01010,Electronics,424.08,0.04,Non Edible,OUT_009,Supermarket Type1,Small,Tier 1,2017,0,14,105
ITM_01011,Food,163.53,0.26,Low Fat,OUT_010,Supermarket Type1,Medium,Tier 3,2016,0,33,118
ITM_01012,Household,171.97,0.06,Regular,OUT_011,Supermarket Type1,Large,Tier 1,2005,0,8,94
ITM_01013,Household,342.19,0.26,Low Fat,OUT_012,Supermarket Type3,Small,Tier 1,1986,0,2,66
ITM_01014,Clothing,35.09,0.17,Low Fat,OUT_013,Supermarket Type1,Small,Tier 1,2020,1,9,138
ITM_01015,Personal Care,368.72,0.26,Low Fat,OUT_014,Supermarket Type2,Small,Tier 3,2017,0,49,155
ITM_01016,Electronics,421.18,0.05,Low Fat,OUT_015,Supermarket Type1,Medium,Tier 3,1995,0,14,79
ITM_01017,Drinks,219.28,0.23,Regular,OUT_016,Supermarket Type3,Medium,Tier 1,2007,0,15,113
ITM_01018,Personal Care,387.14,0.21,Non Edible,OUT_017,Supermarket Type2,Small,Tier 2,2022,0,12,66
ITM_01019,Personal Care,103.81,0.17,Regular,OUT_018,Supermarket Type3,Medium,Tier 1,2017,0,43,155
ITM_01020,Household,174.68,0.25,Regular,OUT_019,Supermarket Type2,Medium,Tier 3,1992,1,43,176
ITM_01021,Personal Care,487.67,0.2,Non Edible,OUT_020,Supermarket Type2,Small,Tier 1,2020,0,0,75
ITM_01022,Electronics,493.44,0.26,Regular,OUT_021,Supermarket Type2,Small,Tier 1,2020,0,46,176
ITM_01023,Electronics,266.05,0.12,Non Edible,OUT_022,Supermarket Type3,Small,Tier 3,2017,0,32,132
ITM_01024,Food,468.45,0.18,Non Edible,OUT_023,Supermarket Type2,Large,Tier 3,2013,1,7,95
ITM_01025,Electronics,270.91,0.26,Low Fat,OUT_024,Grocery Store,Small,Tier 2,2015,0,15,79
ITM_01026,Electronics,159.96,0.07,Regular,OUT_025,Grocery Store,Small,Tier 1,2014,0,47,187
ITM_01027,Household,148.11,0.15,Non Edible,OUT_026,Supermarket Type3,Small,Tier 1,1992,0,34,148
ITM_01028,Electronics,466.16,0.29,Regular,OUT_027,Grocery Store,Small,Tier 1,2010,1,50,216
ITM_01029,Food,102.77,0.15,Regular,OUT_028,Supermarket Type2,Small,Tier 2,2007,0,13,72
ITM_01030,Drinks,298.22,0.08,Non Edible,OUT_029,Supermarket Type1,Small,Tier 2,2010,0,40,130
ITM_01031,Household,286.65,0.11,Low Fat,OUT_030,Supermarket Type1,Small,Tier 1,2022,0,26,135
ITM_01032,Drinks,375.02,0.27,Non Edible,OUT_031,Supermarket Type2,Small,Tier 3,2023,0,43,116
ITM_01033,Household,259.64,0.29,Low Fat,OUT_032,Grocery Store,Large,Tier 1,1986,0,47,136
ITM_01034,Clothing,150.7,0.29,Non Edible,OUT_033,Supermarket Type2,Medium,Tier 1,2010,1,0,107
ITM_01035,Personal Care,101.31,0.21,Non Edible,OUT_034,Supermarket Type1,Large,Tier 1,2002,0,38,145
ITM_01036,Clothing,317.99,0.16,Low Fat,OUT_035,Supermarket Type1,Large,Tier 3,2011,1,49,205
ITM_01037,Electronics,365.12,0.06,Low Fat,OUT_036,Supermarket Type3,Small,Tier 2,2001,1,42,176
ITM_01038,Drinks,293.37,0.05,Regular,OUT_037,Supermarket Type1,Small,Tier 2,1999,0,29,114
ITM_01039,Electronics,374.41,0.03,Non Edible,OUT_038,Supermarket Type3,Small,Tier 1,1991,0,34,140
ITM_01040,Personal Care,87.93,0.02,Regular,OUT_039,Grocery Store,Small,Tier 1,2001,0,9,88
ITM_01041,Household,443.59,0.26,Regular,OUT_040,Supermarket Type2,Medium,Tier 1,2003,0,30,117
ITM_01042,Personal Care,299.55,0.24,Low Fat,OUT_041,Supermarket Type3,Medium,Tier 3,2011,0,11,43
ITM_01043,Food,80.89,0.17,Low Fat,OUT_042,Supermarket Type2,Large,Tier 1,2001,0,39,162
ITM_01044,Personal Care,241.72,0.3,Regular,OUT_043,Supermarket Type3,Medium,Tier 3,2016,0,34,110
ITM_01045,Food,425.5,0.29,Low Fat,OUT_044,Grocery Store,Large,Tier 1,2000,1,33,196
ITM_01046,Personal Care,450.83,0.2,Non Edible,OUT_045,Grocery Store,Small,Tier 1,2014,1,38,196
ITM_01047,Food,147.03,0.14,Low Fat,OUT_046,Supermarket Type3,Large,Tier 1,1998,0,31,140
ITM_01048,Drinks,361.41,0.05,Low Fat,OUT_047,Supermarket Type3,Large,Tier 2,2002,0,11,40
ITM_01049,Electronics,67.99,0.16,Non Edible,OUT_048,Grocery Store,Medium,Tier 1,2006,0,44,190
ITM_01050,Electronics,36.1,0.06,Low Fat,OUT_049,Supermarket Type2,Large,Tier 1,2000,0,27,132
ITM_01051,Clothing,288.99,0.13,Regular,OUT_050,Grocery Store,Small,Tier 1,2000,0,18,79
ITM_01052,Electronics,353.52,0.28,Regular,OUT_051,Supermarket Type2,Small,Tier 1,2010,1,23,158
ITM_01053,Household,401.98,0.11,Regular,OUT_052,Supermarket Type3,Small,Tier 3,1990,0,19,71
ITM_01054,Personal Care,183.3,0.05,Low Fat,OUT_053,Supermarket Type2,Small,Tier 3,1991,0,21,77
ITM_01055,Clothing,23.13,0.18,Low Fat,OUT_054,Supermarket Type3,Medium,Tier 1,1993,1,10,136
ITM_01056,Household,250.17,0.18,Low Fat,OUT_055,Supermarket Type2,Large,Tier 3,2010,0,27,87
ITM_01057,Household,27.61,0.07,Regular,OUT_056,Supermarket Type3,Large,Tier 1,1986,0,44,180
ITM_01058,Food,64.15,0.07,Low Fat,OUT_057,Supermarket Type1,Large,Tier 1,2020,0,39,153
ITM_01059,Electronics,176.81,0.3,Non Edible,OUT_058,Supermarket Type1,Large,Tier 3,1987,0,19,81
ITM_01060,Drinks,229.84,0.08,Low Fat,OUT_059,Grocery Store,Small,Tier 3,2005,0,4,63
ITM_01061,Drinks,154.15,0.25,Regular,OUT_060,Grocery Store,Medium,Tier 1,1987,0,50,173
ITM_01062,Clothing,299.3,0.15,Non Edible,OUT_061,Supermarket Type3,Large,Tier 2,1993,0,39,125
ITM_01063,Drinks,46.57,0.14,Non Edible,OUT_062,Supermarket Type2,Large,Tier 1,1996,0,6,88
ITM_01064,Personal Care,89.4,0.1,Regular,OUT_063,Supermarket Type3,Medium,Tier 1,1992,0,21,140
ITM_01065,Drinks,353.72,0.23,Non Edible,OUT_064,Supermarket Type1,Large,Tier 2,2021,0,36,125
ITM_01066,Clothing,88.23,0.27,Non Edible,OUT_065,Supermarket Type1,Medium,Tier 3,2005,0,40,108
ITM_01067,Drinks,327.09,0.09,Non Edible,OUT_066,Supermarket Type3,Large,Tier 2,2021,0,28,85
ITM_01068,Personal Care,46.25,0.04,Non Edible,OUT_067,Supermarket Type1,Medium,Tier 1,1987,1,11,128
ITM_01069,Food,215.54,0.05,Non Edible,OUT_068,Grocery Store,Large,Tier 3,2005,0,28,110
ITM_01070,Clothing,105.16,0.24,Low Fat,OUT_069,Supermarket Type3,Small,Tier 2,2010,0,35,93
ITM_01071,Food,72.63,0.14,Regular,OUT_070,Grocery Store,Large,Tier 2,2008,0,34,102
ITM_01072,Food,292.18,0.05,Regular,OUT_071,Grocery Store,Small,Tier 1,2018,0,42,141
ITM_01073,Food,465.6,0.11,Low Fat,OUT_072,Grocery Store,Medium,Tier 2,2016,0,21,101
ITM_01074,Household,46.3,0.16,Low Fat,OUT_073,Supermarket Type1,Small,Tier 1,2011,0,17,117
ITM_01075,Electronics,222.35,0.26,Regular,OUT_074,Supermarket Type2,Large,Tier 3,2014,0,21,94
ITM_01076,Household,359.62,0.2,Regular,OUT_075,Supermarket Type2,Small,Tier 2,1988,0,18,70
ITM_01077,Electronics,242.09,0.06,Low Fat,OUT_076,Supermarket Type2,Small,Tier 3,1986,0,33,87
ITM_01078,Food,407.12,0.06,Low Fat,OUT_077,Grocery Store,Large,Tier 3,2007,1,8,91
ITM_01079,Clothing,106.23,0.13,Non Edible,OUT_078,Supermarket Type3,Medium,Tier 1,1988,0,9,72
ITM_01080,Electronics,480.61,0.03,Low Fat,OUT_079,Grocery Store,Small,Tier 2,2021,1,18,104
ITM_01081,Personal Care,204.88,0.23,Low Fat,OUT_080,Grocery Store,Large,Tier 3,1995,0,37,131
ITM_01082,Personal Care,183.95,0.13,Non Edible,OUT_081,Supermarket Type3,Small,Tier 2,2020,0,8,57
ITM_01083,Drinks,439.81,0.11,Non Edible,OUT_082,Supermarket Type2,Medium,Tier 2,2020,0,50,149
ITM_01084,Electronics,290.66,0.16,Regular,OUT_083,Supermarket Type2,Medium,Tier 2,1999,0,27,114
ITM_01085,Clothing,267.89,0.22,Regular,OUT_084,Supermarket Type2,Medium,Tier 2,2021,0,29,83
ITM_01086,Household,368.95,0.18,Low Fat,OUT_085,Grocery Store,Small,Tier 3,1987,0,24,100
ITM_01087,Food,298.32,0.24,Non Edible,OUT_086,Grocery Store,Large,Tier 2,2014,0,17,52
ITM_01088,Drinks,98.01,0.19,Non Edible,OUT_087,Supermarket Type1,Medium,Tier 1,2007,0,25,126
ITM_01089,Personal Care,343.61,0.24,Regular,OUT_088,Supermarket Type2,Large,Tier 1,2017,0,18,122
ITM_01090,Household,84.07,0.21,Regular,OUT_089,Grocery Store,Medium,Tier 2,1985,0,26,76
ITM_01091,Household,406.81,0.07,Low Fat,OUT_090,Supermarket Type1,Small,Tier 2,1985,0,35,129
ITM_01092,Food,495.07,0.03,Non Edible,OUT_091,Grocery Store,Small,Tier 1,1987,1,3,128
ITM_01093,Electronics,201.15,0.27,Regular,OUT_092,Grocery Store,Medium,Tier 2,1993,1,48,168
ITM_01094,Personal Care,233.48,0.28,Low Fat,OUT_093,Supermarket Type2,Large,Tier 3,2016,0,25,70
ITM_01095,Clothing,42.29,0.22,Low Fat,OUT_094,Supermarket Type3,Large,Tier 2,1997,0,44,132
ITM_01096,Household,26.59,0.22,Low Fat,OUT_095,Grocery Store,Medium,Tier 2,2015,1,2,92
ITM_01097,Food,462.28,0.09,Regular,OUT_096,Grocery Store,Small,Tier 3,2005,0,35,111
ITM_01098,Clothing,81.74,0.17,Regular,OUT_097,Grocery Store,Large,Tier 2,2007,0,6,40
ITM_01099,Electronics,233.97,0.3,Regular,OUT_098,Supermarket Type2,Large,Tier 3,1997,0,9,67
ITM_01100,Personal Care,411.37,0.26,Regular,OUT_099,Grocery Store,Small,Tier 3,2010,0,44,145
ITM_01101,Electronics,446.87,0.1,Regular,OUT_000,Supermarket Type1,Large,Tier 1,2009,0,3,96
